,PSP,ID,smiles_string
1043,,421,[*]Oc1ccc(N=Nc2ccc(Oc3ccc(C(C)(C)c4ccc([*])cc4)cc3)cc2)cc1
2378,,422,[*]CCCNC(=O)c1ccc(C(=O)N[*])cc1
6713,,423,[*]c1cc2c(s1)-c1sc([*])cc1C2=C1c2ccsc2-c2sccc21
5723,,424,[*]C=NCCN=Cc1ccc(Sc2ccc([*])o2)o1
4927,,425,[*]c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc([*])c6c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c(-c7ccc(F)cc7)c56)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1
3339,,426,[*]CCN([*])C(=O)CCCCCCCCCCC
8291,,427,[*]CCCOC(=O)N1CCC([*])CC1
1212,,428,[*]CC(COc1c(C)cccc1C)O[*]
3775,,429,[*]CC([*])c1ccc2c(c1)OCO2
9077,,430,[*]C(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)c1
10765,,431,[*]C=Cc1ccc2c3ccc([*])cc3n(-c3ccc(OCCCCCCCCCC)c(OCCCCCCCCCC)c3)c2c1
2486,,432,[*]C(=O)NCCCCCCNC(=O)c1cncc([*])c1
463,,433,[*]CC([*])(C)C(=O)OC1CCCCC1
99,,434,[*]CC([*])c1ccccc1C(=O)OCCC(C)C
3621,,435,[*]CCCCC(c1ccc(O)cc1)C([*])c1ccc(O)cc1C
7331,,436,[*]CCCCCCCCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O[*])cc2)cc1
7009,,437,[*]CCCCCCCCOC(=O)c1cccc(C(=O)O[*])c1
4091,,438,[*]CC([*])(C)C(=O)OCCNC(=O)N(CCCC)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
8751,,439,[*]c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(C([*])(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C(F)(F)F)c(C(F)(F)F)c1)C2=O
5170,,440,[*]Oc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(C)(C)c5ccc(C(=O)c6ccc([*])cc6)cc5)cc4)cc3)cc2)cc1
5674,,441,[*]OCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)OCCOc1nc(-c2ccc(OCCCC)cc2)nc([*])c1-c1ccc(OC)cc1
2460,,442,[*]C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1[*]
10729,,443,[*]C#CC#Cc1cc(C(C)(C)C)cc2c3cc(C(C)(C)C)cc([*])c3n(CCCCCCCCCCCCCCCC)c12
833,,444,[*]CCCCC(=O)OCCCCCCOC(=O)c1ccc(O[*])cc1
8002,,445,[*]NC(C#N)=C(C#N)NC(=O)c1ccc(C([*])=O)cc1
9614,,446,[*]c1ccc(Oc2ccc(C(C)(C)c3ccccc3)cc2)c(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c1
13231,,447,[*]c1ccc(OCCN(CCOc2ccc(-c3nc4ccc(Oc5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)c2ccc(C=Cc3ccc([N+](=O)[O-])cc3)cc2)cc1
13439,,448,[*]c1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc([Si](C)(C)c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)cc4)cc3)cc2)cc1
3350,,449,[*]CCCCCCCCCCNCCCCCCN[*]
11011,,450,[*]C(C#N)=Cc1cc(OCCCCCCCC)c(C=C(C#N)c2cc(OCCCCCCCC)c([*])cc2OC)cc1OC
10776,,451,[*]CCN([*])Cc1ccccc1
2938,,452,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1
6231,,453,[*]CC(COC(C)(C)C)O[*]
5729,,454,[*]OC(=O)C(Cc1ccccc1)NC(=O)CCCCCCCCC(=O)NC(Cc1ccccc1)C(=O)OC1COC2C([*])COC12
4345,,455,[*]CC([*])(C)C(=O)OCC(=O)N1CCCC1
2979,,456,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(OC)c2)cc1OC
12934,,457,[*]c1ccc([Si]([*])(C)CCCCCC)cc1
4934,,458,[*]c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-c5nnc([*])c6c(-c7ccccc7)c(-c7ccc8ccccc8c7)c(-c7ccc8ccccc8c7)c(-c7ccccc7)c56)cc4)cc3)cc2)cc1
6836,,459,[*]c1cc(C(=O)Oc2cccc3cccnc23)c([*])s1
9953,,460,[*]c1ccc(Sc2ccc(Sc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N([*])C7=O)cc5C4=O)cc3)cc2)cc1
7454,,461,[*]CCCSC(=O)CCC(=O)S[*]
12082,,462,[*]c1ccc2c(c1)C(=O)N(c1cccc(Oc3ccc(N4C(=O)c5ccc(-c6c(-c7ccccc7)c(-c7ccccc7)c(-c7ccc(Sc8ccc(-c9c(-c%10ccccc%10)c(-c%10ccccc%10)c([*])c(-c%10ccccc%10)c9-c9ccccc9)cc8)cc7)c(-c7ccccc7)c6-c6ccccc6)cc5C4=O)cc3)c1)C2=O
1624,,463,[*]CCCCCCC(=O)O[*]
4524,,464,[*]OC(=O)OCCOC(=O)c1ccc(C(=O)OCCOC(=O)OC2CC3CC([*])CC(C2)O3)cc1
11788,,465,C7(C1=CC=C6C(=C1)C(=O)N(C5=CC(C(F)(F)F)=C(OC2=CC=CC3=C2C=CC=C3OC4=CC=C([*])C=C4C(F)(F)F)C=C5)C6=O)=CC8=C(C=C7)C(=O)N([*])C8=O
1561,,466,[*]CCCCCCCCCCOC(=O)C(=O)O[*]
8484,,467,[*]c1ccc(Cc2ccc(N3C(=O)CC(Sc4ccc(Oc5ccc(SC6CC(=O)N([*])C6=O)cc5)cc4)C3=O)cc2)cc1
9241,,468,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3c(C)cc(Cc4cc(C)c(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)c(C)c4)cc3C)cc1)C2=O
9510,,469,[*]CCC1C(=O)N(CC)C(=O)C1[*]
10165,,470,[*]CC(O)C(O)COC(=O)O[*]
10191,,471,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1C
7108,,472,[*]Oc1ccc(C(=O)Oc2ccc(Cc3ccc(OC(=O)c4ccc(OC(=O)c5ccc(C([*])=O)cc5)cc4)cc3)cc2)cc1
8020,,473,[*]Nc1ccc(NC2=C(Cl)C(=O)C(Nc3ccc(C([*])=O)cc3)=C(Cl)C2=O)cc1
12820,,474,O([*])C(=O)c1cc(cc(OCCCCC)c1)C(=O)Oc1ccc(cc1)c1ccc(cc1)([*])
3876,,475,[*]CC([*])C1=NCCN1
5918,,476,[*]C1=C(CCCCCC)C(CCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O
5814,,477,[*]C=Cc1ccc(Oc2ccc(-c3ccc(-c4ccc(-c5ccc(Oc6ccc(C=Cc7ccc8c(c7)c7cc([*])ccc7n8CC(CC)CCCC)cc6)c(C(F)(F)F)c5)cc4)cc3)cc2C(F)(F)F)cc1
6223,,478,[*]Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c([*])c(C)c4)cc3C)cc2C(O)(C(F)(F)F)C(F)(F)F)c(C(O)(C(F)(F)F)C(F)(F)F)c1
8202,,479,[*]Nc1ccc(Cc2ccc(NC(=O)c3cc(NC(=O)c4ccc(NC(=O)C(C)N5C(=O)c6ccccc6C5=O)cc4)cc(C([*])=O)c3)cc2)cc1
3533,,480,[*]CCc1ccc([*])c(C(C)=O)c1
3137,,481,[*]CCCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O
13484,,482,[*]=Nc1ccccc1N=C(c1ccccc1)c1ccc(-c2ccc(O)c(C(=[*])c3ccccc3)c2)cc1O
5919,,483,[*]C1=C(CCCCCCCCCCCC)C(CCCCCCCCCCCC)=C(c2sc(-c3sc([*])c4c3OCCO4)c3c2OCCO3)S1(=O)=O
103,,484,[*]CC([*])c1ccc(C(=O)OCCN(C)C)cc1
5111,,485,[*]c1ccc(Oc2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)cc1
7585,,486,[*]Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCCC([*])=O
2324,,487,[*]CCCCCNC(=O)CCCCCCC(=O)N[*]
11720,,488,[*]c1ccc(C(c2ccccc2)(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)C(F)(F)F)cc1
1789,,489,[*]CCOC(=O)Cc1ccc(CC(=O)O[*])cc1
13454,,490,[*]C(=O)OCCN(CCOC(=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc([*])cc5C4=O)c(C)c3)cc1C)C2=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1
2180,,491,[*]CCCCCCNC(=O)c1cc(C(=O)N[*])cc(C(C)(C)C)c1
12067,,492,[*]C(C)=C([*])[Si](C)(C)CC
5496,,493,[*]Oc1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc([*])cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)c2ccccc12
4639,,494,[*]C=Cc1ccc(Oc2ccc(C=Cc3cc([*])ncn3)cc2)cc1
2887,,495,[*]CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N[*]
979,,496,[*]CCOCC(CCl)O[*]
8244,,497,[*]C(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc([*])ccc6[nH]5)c4)nc3c2)n1
13072,,498,[*]=C=C=C(CO)C(=[*])CO
6771,,499,[*]c1cc(-c2ccc(OCCCC)cc2)c([*])s1
8800,,500,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(Cl)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O
